entry,exit,entry_price,exit_price,pnl_pct,gross_pnl,net_pnl,reason,size,balance,duration,fee_paid,type
2025-06-01 00:00:05,2025-06-01 00:01:45,104634.15,104594.25,-0.00038132865799544584,-7.626573159908917,-7.626573159908917,Trailing,0.191142184458898,99992.37342684009,100.0,0.0,long
2025-06-01 00:01:51,2025-06-01 00:03:07,104587.76,104593.57,-5.555143355218836e-05,-1.1109439376293426,-1.1109439376293426,Trailing,0.19121238169139507,99991.26248290246,76.0,0.0,short
2025-06-01 00:03:10,2025-06-01 00:07:49,104605.59,104531.63,0.0007070367845541701,14.139500141884676,14.139500141884676,Timeout,0.19117766552036553,100005.40198304434,279.0,0.0,short
2025-06-01 00:07:51,2025-06-01 00:12:30,104527.7,104510.14,0.00016799374711198728,3.3600564421144368,3.3600564421144368,Timeout,0.19134717779697508,100008.76203948646,279.0,0.0,short
2025-06-01 00:12:37,2025-06-01 00:13:55,104510.13,104454.42,-0.0005330583743413811,-10.662101622532537,-10.662101622532537,Trailing,0.19138577674620913,99998.09993786394,78.0,0.0,long
2025-06-01 00:13:59,2025-06-01 00:15:49,104475.04,104414.89,-0.0005757356015369239,-11.514493244055107,-11.514493244055107,Trailing,0.19142964661772605,99986.58544461988,110.0,0.0,long
2025-06-01 00:15:54,2025-06-01 00:18:44,104429.12,104396.24,-0.00031485470719268824,-6.2962494166725005,-6.2962494166725005,Trailing,0.1914917705801215,99980.28919520321,170.0,0.0,long
2025-06-01 00:18:52,2025-06-01 00:23:30,104405.31,104428.57,0.00022278560352925836,4.454833813876627,4.454833813876627,Trailing,0.1915233797882564,99984.74402901708,278.0,0.0,long
2025-06-01 00:23:31,2025-06-01 00:25:54,104423.17,104412.39,-0.00010323379380264778,-2.064360889700414,-2.064360889700414,Trailing,0.19149915488874183,99982.67966812738,143.0,0.0,long
2025-06-01 00:25:57,2025-06-01 00:28:41,104396.22,104396.22,0.0,0.0,0.0,Trailing,0.19154463575046565,99982.67966812738,164.0,0.0,long
2025-06-01 00:28:51,2025-06-01 00:30:18,104394.75,104379.66,0.00014454749879660143,2.890449253801926,2.890449253801926,Trailing,0.19154733292263718,99985.57011738118,87.0,0.0,short
2025-06-01 00:30:52,2025-06-01 00:33:19,104379.87,104369.36,-0.00010068991271971082,-2.013507665669928,-2.013507665669928,Trailing,0.191580177513885,99983.55660971551,147.0,0.0,long
2025-06-01 00:33:20,2025-06-01 00:37:59,104362.18,104443.4,0.0007782512783845755,15.562466149789536,15.562466149789536,Timeout,0.19160879278243428,99999.1190758653,279.0,0.0,long
2025-06-01 00:38:05,2025-06-01 00:42:44,104443.39,104436.99,6.12772143837363e-05,1.2255334915593146,1.2255334915593146,Timeout,0.19148960805631704,100000.34460935685,279.0,0.0,short
2025-06-01 00:42:58,2025-06-01 00:47:37,104439.02,104429.45,9.163241861142496e-05,1.8326546877062682,1.8326546877062682,Timeout,0.1914999673672864,100002.17726404456,279.0,0.0,short
2025-06-01 00:48:07,2025-06-01 00:52:46,104440.0,104454.26,0.00013653772500952472,2.7308139559263727,2.7308139559263727,Timeout,0.19150167993880615,100004.90807800049,279.0,0.0,long
2025-06-01 00:53:45,2025-06-01 00:58:24,104454.26,104415.65,0.00036963547489590737,7.393072337866656,7.393072337866656,Timeout,0.19148076503150854,100012.30115033836,279.0,0.0,short
2025-06-01 00:58:25,2025-06-01 01:03:04,104415.65,104422.7,-6.751861430736591e-05,-1.3505383974723648,-1.3505383974723648,Timeout,0.191565730137845,100010.95061194089,279.0,0.0,short
2025-06-01 01:03:16,2025-06-01 01:07:55,104419.13,104356.82,0.0005967297371659549,11.935901654476158,11.935901654476158,Timeout,0.19155675901904354,100022.88651359537,279.0,0.0,short
2025-06-01 01:08:04,2025-06-01 01:11:15,104350.0,104401.67,-0.0004951605174892022,-9.905476849367126,-9.905476849367126,Trailing,0.19170653859817033,100012.981036746,191.0,0.0,short
2025-06-01 01:11:21,2025-06-01 01:16:00,104412.0,104470.65,0.0005617170440178732,11.235799214275316,11.235799214275316,Timeout,0.19157372914367315,100024.21683596028,279.0,0.0,long
2025-06-01 01:16:01,2025-06-01 01:20:40,104470.65,104356.79,0.0010898754817740732,21.802788302633317,21.802788302633317,Timeout,0.19148768929064822,100046.01962426292,279.0,0.0,short
2025-06-01 01:20:43,2025-06-01 01:25:22,104356.79,104335.1,0.00020784464527883405,4.15880589207284,4.15880589207284,Timeout,0.19173839981904947,100050.17843015499,279.0,0.0,short
2025-06-01 01:25:25,2025-06-01 01:26:43,104331.45,104363.97,-0.0003116989172488648,-6.237106457447008,-6.237106457447008,Trailing,0.1917929414958864,100043.94132369755,78.0,0.0,short
2025-06-01 01:26:52,2025-06-01 01:31:31,104369.24,104396.23,0.0002586010974113703,5.174294603133386,5.174294603133386,Timeout,0.1917115451328333,100049.11561830068,279.0,0.0,long
2025-06-01 01:32:02,2025-06-01 01:32:33,104383.04,104326.97,-0.0005371562276782936,-10.748401105615171,-10.748401105615171,Trailing,0.19169611388651012,100038.36721719506,31.0,0.0,long
2025-06-01 01:32:44,2025-06-01 01:34:22,104341.47,104296.86,-0.00042753854244147204,-8.554051541652864,-8.554051541652864,Trailing,0.19175188391958645,100029.81316565341,98.0,0.0,long
2025-06-01 01:34:23,2025-06-01 01:35:16,104277.56,104212.39,-0.0006249666754764712,-12.503059956534193,-12.503059956534193,Trailing,0.19185299917959994,100017.31010569687,53.0,0.0,long
2025-06-01 01:35:18,2025-06-01 01:37:43,104220.98,104216.97,-3.8475938337892826e-05,-0.7696519712697397,-0.7696519712697397,Trailing,0.19193315991789156,100016.54045372561,145.0,0.0,long
2025-06-01 01:37:49,2025-06-01 01:39:53,104243.23,104185.0,-0.0005585974264227608,-11.173796419431813,-11.173796419431813,Trailing,0.19189071645942976,100005.36665730618,124.0,0.0,long
2025-06-01 01:40:13,2025-06-01 01:43:29,104191.48,104233.92,-0.0004073269714568056,-8.146976625989586,-8.146976625989586,Trailing,0.19196457648419274,99997.2196806802,196.0,0.0,short
2025-06-01 01:43:36,2025-06-01 01:48:15,104227.27,104292.69,0.0006276668284605195,12.552987546368477,12.552987546368477,Timeout,0.1918830257775728,100009.77266822656,279.0,0.0,long
2025-06-01 01:48:19,2025-06-01 01:52:58,104292.69,104238.69,0.0005177735850901918,10.356483707696551,10.356483707696551,Timeout,0.1917867353277139,100020.12915193426,279.0,0.0,short
2025-06-01 01:53:02,2025-06-01 01:53:14,104226.26,104170.0,-0.0005397871899077523,-10.79791688982661,-10.79791688982661,Trailing,0.19192884624649156,100009.33123504443,12.0,0.0,long
2025-06-01 01:53:15,2025-06-01 01:53:37,104183.69,104126.44,-0.0005495101968455907,-10.99122945867303,-10.99122945867303,Trailing,0.1919865407628477,99998.34000558576,22.0,0.0,long
2025-06-01 01:53:39,2025-06-01 01:54:34,104099.38,104080.0,-0.00018616825575718757,-3.723303307490819,-3.723303307490819,Trailing,0.1921209136991705,99994.61670227828,55.0,0.0,long
2025-06-01 01:54:36,2025-06-01 01:59:15,104041.36,104125.16,0.0008054489099335391,16.108111004414422,16.108111004414422,Timeout,0.1922208950407382,100010.7248132827,279.0,0.0,long
2025-06-01 02:00:01,2025-06-01 02:04:11,104115.85,104084.18,0.00030418039136224505,6.084260282825225,6.084260282825225,Trailing,0.1921143126878044,100016.80907356551,250.0,0.0,short
2025-06-01 02:04:33,2025-06-01 02:05:05,104080.62,104025.47,-0.0005298777044179232,-10.599335439021322,-10.599335439021322,Trailing,0.19219103243921018,100006.20973812649,32.0,0.0,long
2025-06-01 02:05:06,2025-06-01 02:06:27,104019.4,104042.42,0.00022130487197584368,4.426372288577091,4.426372288577091,Trailing,0.1922837657939317,100010.63611041507,81.0,0.0,long
2025-06-01 02:06:33,2025-06-01 02:08:54,104040.01,103986.92,-0.000510284456912264,-10.206774626610642,-10.206774626610642,Trailing,0.19225418396329466,100000.42933578846,141.0,0.0,long
2025-06-01 02:08:55,2025-06-01 02:10:21,103971.7,103979.99,-7.973323510155311e-05,-1.594671548497334,-1.594671548497334,Trailing,0.19236086230347002,99998.83466423996,86.0,0.0,short
2025-06-01 02:10:35,2025-06-01 02:13:26,103999.99,103986.65,-0.00012826924310291817,-2.5653549667111832,-2.5653549667111832,Trailing,0.1923054697682951,99996.26930927325,171.0,0.0,long
2025-06-01 02:13:36,2025-06-01 02:18:15,103975.12,104065.48,0.0008690540583170338,17.380432731957395,17.380432731957395,Timeout,0.19234653311152375,100013.6497420052,279.0,0.0,long
2025-06-01 02:18:24,2025-06-01 02:20:57,104067.72,104116.0,-0.00046392868028624856,-9.279840107083917,-9.279840107083917,Trailing,0.19220878432237243,100004.36990189811,153.0,0.0,short
2025-06-01 02:21:04,2025-06-01 02:25:43,104126.42,104153.56,-0.00026064470477328827,-5.21312189382379,-5.21312189382379,Timeout,0.19208260478348937,99999.15678000428,279.0,0.0,short
2025-06-01 02:25:44,2025-06-01 02:30:23,104159.98,104191.17,0.00029944322185931996,5.988813937883949,5.988813937883949,Timeout,0.1920107065688843,100005.14559394217,279.0,0.0,long
2025-06-01 02:30:26,2025-06-01 02:35:05,104194.54,104210.08,0.0001491440914275177,2.983035315537026,2.983035315537026,Timeout,0.1919585145132215,100008.12862925771,279.0,0.0,long
2025-06-01 02:35:13,2025-06-01 02:39:52,104219.97,104231.56,0.00011120709399548385,2.2243226721572604,2.2243226721572604,Timeout,0.19191740053131415,100010.35295192988,279.0,0.0,long
2025-06-01 02:40:43,2025-06-01 02:45:22,104231.56,104172.95,0.0005623056970460827,11.247278245691938,11.247278245691938,Timeout,0.19190032836873955,100021.60023017557,279.0,0.0,short
2025-06-01 02:46:03,2025-06-01 02:50:42,104173.5,104287.94,0.0010985519349930868,21.97578449479287,21.97578449479287,Timeout,0.1920288753477143,100043.57601467035,279.0,0.0,long
2025-06-01 02:50:50,2025-06-01 02:55:29,104292.69,104240.01,0.0005051168974547263,10.106740145361274,10.106740145361274,Timeout,0.19185155932725556,100053.68275481572,279.0,0.0,short
2025-06-01 02:55:47,2025-06-01 03:00:26,104238.09,104213.03,0.00024041115872324285,4.810804361122598,4.810804361122598,Timeout,0.19197144298176555,100058.49355917684,279.0,0.0,short
2025-06-01 03:00:30,2025-06-01 03:03:41,104203.73,104151.12,-0.0005048763609517681,-10.103433622094625,-10.103433622094625,Trailing,0.19204397685030442,100048.39012555475,191.0,0.0,long
